start,end,text
7773.38,7776.94," Yes, there was a great source of power for him also."
7776.94,7778.74," You know, I don't say that he did this"
7778.74,7781.139999999999, because of some ideological reason.
7781.139999999999,7783.78, It's just like he didn't outlaw the kidnapping of women
7783.78,7785.139999999999, for ideological reasons.
7785.139999999999,7788.259999999999, He didn't come to it through studying ideas of moral right.
7788.259999999999,7790.54, He came to it through practical experience of life.
7790.54,7793.98," His mother was kidnapped, his wife was kidnapped."
7793.98,7797.54, He knew that that was a crime against every ethics
7797.54,7800.1, that you can think of and every form of morality.
7800.1,7801.22, That's why he did it.
7801.22,7803.94," Not for ideological reasons, but practical reasons."
7803.94,7806.18," It hurt people, it hurt people."
7806.18,7808.42, It was the same with religion.
7808.42,7810.26, He gave this right to everybody
7810.26,7813.18, because it was gonna be their own personal right
7813.18,7815.26, to keep them from being hurt.
7815.26,7817.66, And then that gave him tremendous support
7817.66,7820.099999999999, from minorities of many types.
7821.34,7822.9, And so they flocked to him.
7822.9,7825.86," Minorities, after that, this was a minority effort"
7825.86,7827.98, of the Muslim Uyghurs to come to him.
7827.98,7830.62," Many people flocked to him for the same reason,"
7830.62,7832.82, for that kind of religious freedom.
7832.82,7834.0199999999995, So that religious freedom
7834.0199999999995,7835.74," and also the other things you mentioned,"
7835.74,7837.38, they create a stable society.
7837.38,7842.22, And that allows him with a small army
7842.22,7844.98, to administer a large empire.
7845.02,7848.1," And also I will say in a more practical,"
7848.1,7850.26," political sort of way of thinking,"
7850.26,7854.1, he recognized the power of having a balance of power
7854.1,7856.820000000001," of like Shiite and Sunni,"
7856.820000000001,7860.660000000001, that both are gonna be allowed equal rights.
7860.660000000001,7862.540000000001, One is not dominant over the other.
7862.540000000001,7866.1," And Christians and Jews, they all have,"
7866.1,7871.1," well, that keeps the society from fragmenting against him"
7871.900000000001,7873.500000000001, or uniting against him.
7873.54,7875.86, And it's a kind of fragmentation
7875.86,7877.62, that he's taken advantage of.
7877.62,7879.26," I don't think that was his main reason,"
7879.26,7881.58," but I do think he was quite aware of that,"
7881.58,7883.54, that you give every religion the right.
7884.74,7889.54," Unfortunately, the only religion he didn't recognize"
7889.54,7892.26, as a religion was Confucianism.
7892.26,7893.66," He said, what do they do?"
7894.9,7896.98, The Taoists can do magic on the earth
7896.98,7899.86, and they can give people magic formulas
7899.86,7903.02, and they have all this kind of stuff going on.
7903.02,7904.34," Well, what did the Confucianist do?"
7904.34,7907.580000000001," So still the people could be Confucianist, that was okay,"
7907.580000000001,7910.9800000000005, but he didn't expend all the tax-free rights.
7910.9800000000005,7911.860000000001," See, that was another thing,"
7911.860000000001,7916.540000000001," he dropped all taxes on religious institutions, all types,"
7916.540000000001,7921.26, but since the Confucianists were not necessarily classified.
7921.26,7924.620000000001," But then of course, eventually that was abused so much"
7924.620000000001,7926.620000000001," because the religions were then,"
7926.620000000001,7928.540000000001," again, everybody didn't own a property,"
7928.540000000001,7930.46," you can still use it, you can still farm your land,"
7930.46,7932.9800000000005," but it's ours and now you don't have to pay taxes on it,"
7933.820000000001,7936.06," you can just give us some money, you know, got abused,"
7936.06,7937.820000000001, but it started off as a good idea.
7939.1,7941.9400000000005," And genuinely, as I understand, maybe you can correct me,"
7943.1,7947.34," of course, there's the practical aspect of those policies,"
7947.34,7949.3, but he himself was just curious
7949.3,7953.22," about the different religions as well, as I understand."
7953.22,7956.42, So he never chose any religion
7956.42,7959.820000000001," except the one from which he came, I guess."
7959.820000000001,7962.02," I mean, can you describe"
7962.02,7965.700000000001, what he believed spiritually himself?
7965.700000000001,7968.340000000001," It's interesting, you know, we said after the death"
7968.340000000001,7970.9800000000005," of Sirimon, his grandson in Bamiyan,"
7970.9800000000005,7973.3," and the slaughter that followed that,"
7973.3,7975.540000000001, he went through a new phase
7975.540000000001,7980.540000000001," in which he summoned religious scholars of all sorts,"
7980.700000000001,7984.340000000001," of famous Cheng Chang from China, who I despise,"
7984.340000000001,7987.860000000001," but anyway, he came with all of his magic formulas"
7988.660000000001,7991.780000000001, and then a bunch of various Muslim leaders came.
7991.780000000001,7995.34, So Ching's Han was exploring all these different religions
7995.34,7997.26," and not just in a simple way,"
7997.26,8001.660000000001, he had organized public lectures from these people
8001.660000000001,8005.780000000001," and public debates, not antagonistic debates,"
8005.780000000001,8007.860000000001, but discussions among groups of people
8007.860000000001,8011.02," who hated each other and would never discuss anything,"
8011.02,8013.780000000001, and suddenly this powerful man summons them
8013.780000000001,8016.460000000001," and he has to say, okay, well, explain your religion"
8016.460000000001,8017.500000000001, and explain yours.
8017.5,8020.38, And even sometimes you can't just explain it
8020.38,8022.7, in terms of your own scripture.
8022.7,8024.34, What do you say to the people who believe it?
8024.34,8028.26," So he was exploring, but no, he never changed at all."
8028.26,8030.34," He was an animist, we would say,"
8030.34,8033.3, that's not the only term we know to use.
8034.42,8036.46," Early in life, he worshiped that mountain"
8036.46,8040.42," where he took refuge several times, Burhan Haldun."
8040.42,8043.62, Burhan Haldun was the great refuge of his life.
8043.62,8046.38," He would go to the top, he would pray,"
8046.42,8049.3," he would take off his hat, he would take off his belt,"
8049.3,8052.22, he would stand there before the sky and pray.
8052.22,8054.78," Also later on, actually, this became rather dramatic."
8054.78,8056.66," He would sometimes go away to pray,"
8056.66,8058.02, should we invade these people?
8058.02,8061.58, And so all of the subjects are waiting to hear
8061.58,8063.34, what's God gonna tell Ching's Han
8063.34,8065.14, when he goes up the mountain.
8065.14,8066.78," And so there are episodes like that,"
8066.78,8068.62, but he was very sincere.
8068.62,8070.3," But I think what happened,"
8070.3,8073.14," the Mongols have so many spirits in the water,"
8073.14,8075.34," the mountains, everything around them,"
8075.38,8078.22, and you have to know them personally
8078.22,8081.14, and pray to them and know what they like and don't like.
8081.14,8083.22, And should you sing to them
8083.22,8087.22, or should you offer some milk products or what do you do?
8087.22,8088.06, You have to know them.
8088.06,8089.82," Well, you get away from Mongolia,"
8089.82,8091.5," and this was a problem in China,"
8091.5,8093.42, they didn't know the spirits.
8093.42,8096.54, This caused great consternation for the Mongols.
8096.54,8098.9400000000005," You've got a land here and the spirits don't like us,"
8098.9400000000005,8101.18," they're hostile lands, we don't even know who they are."
8101.18,8103.1, We don't know these spirits in China.
8103.1,8104.22, It took a long time.
8104.3,8106.860000000001," And so gradually Ching's Han,"
8108.18,8111.820000000001, he kind of moved from just the spirit of the mountain
8111.820000000001,8112.9800000000005," that he worshiped,"
8112.9800000000005,8116.66, which remained his main focus of worship his whole life.
8116.66,8118.18, He removed that to the sky.
8118.18,8120.42, That was the one universal spirit.
8120.42,8122.780000000001, It was everywhere in the world.
8122.780000000001,8125.18, The sky was the same for every people.
8125.18,8127.38," And so for the Mongolians in their language,"
8128.22,8131.5, the word for sky and the word for heaven
8131.5,8134.58, and the word for God and the word for weather
8134.58,8136.14, are all the same.
8136.14,8138.18," Tinger, tinger."
8138.18,8142.5," And so our Mongolian tinger in the case of the eternal sky,"
8142.5,8144.42," when they're talking about it in religious terms,"
8144.42,8145.74, the eternal blue sky.
8146.78,8151.7, So he became more universalistic
8151.7,8154.38, in this animist vision of the world.
8154.38,8157.62," And so then the sky could embrace all religions,"
8157.62,8161.1, all religions and all people were trying to attain
8161.1,8163.26, the same form of enlightenment.
8163.26,8166.1," Well, enlightenment is too specific a word,"
8166.1,8169.660000000001, but the same form of moral life and guidance from the sky.
8169.660000000001,8173.9800000000005, He felt that each person knew morality.
8173.9800000000005,8176.58, Each person could communicate a no morality
8176.58,8177.820000000001, within themselves.
8177.820000000001,8179.740000000001, They didn't have to just be taught it
8179.740000000001,8181.54, by somebody from a book.
8181.54,8184.740000000001," And in fact, as one of his grandson, Monk Han said,"
8186.18,8187.900000000001," you people talking to all the others,"
8187.900000000001,8190.540000000001," to the Christians, the Jews, the Muslims,"
8190.540000000001,8193.58," the Taoists, said, you people have your scriptures"
8193.58,8195.380000000001, and you don't live by them.
8195.380000000001,8198.140000000001, We have our spirits and our shamans and our drums
8198.140000000001,8199.380000000001, and we live by them.
8200.42,8201.54, And I think it's true.
8202.42,8204.220000000001," It's just throughout this conversation,"
8204.220000000001,8208.7, it's just blowing my mind that the kid from the Mongol step
8208.7,8210.62," that lost everything, right?"
8210.62,8215.300000000001," Lost, just had the hardest of lives is now,"
8215.98,8220.98," yes, a military genius,"
8221.42,8225.38, but also this kind of sage type character
8225.38,8227.66, to understand the value of religious freedom.
8227.66,8230.699999999999," I mean, there is a cynical way to see all these things"
8230.699999999999,8233.34, because he did awfully a lot of things
8233.34,8235.099999999999, that look like he's a feminist.
8236.34,8240.14," And you're saying, well, the cynical way to see that"
8240.14,8242.539999999999, is what he saw the value of promoting women
8242.539999999999,8244.099999999999, in positions of power
8244.1,8246.86, because they create a more stable society
8246.86,8249.42," and there's less power struggles, all that."
8249.42,8252.34, But the reality is there's a lot of things
8252.34,8253.98, that look awfully progressive
8253.98,8256.54, about the things he's implemented and they stayed.
8256.54,8258.82, I'm not trying to say it in modern terms.
8259.78,8262.62," When you have 1 million people, you've got to use every one."
8262.62,8264.94, And the men are fighting and so he left women
8264.94,8267.54," to administer a lot of things inside the country,"
8267.54,8269.26," the economy in particular,"
8269.26,8272.7, and then in some of the ancillary Turkic kingdoms
8272.7,8275.060000000001," around the Mongols, such as the Angut,"
8275.060000000001,8278.300000000001, the Tarlik and different Mongol and the Uyghur
8278.300000000001,8282.460000000001, even were administered by his daughters primarily.
8282.460000000001,8285.220000000001, And then his wives were in charge of administering
8285.220000000001,8289.1, the land of Mongolia itself and handling the economy.
8289.1,8293.220000000001," So he was using the women, but in a very practical way,"
8294.1,8297.66, but it wasn't necessarily in our ideological way.
8297.66,8299.980000000001, I think it's the same with the environment.
8299.980000000001,8302.140000000001, I'm not trying to say he was environmentalist
8302.14,8305.619999999999," in our modern way, but he passed very strict laws"
8305.619999999999,8310.22," about the use of water and also about not using water,"
8310.22,8314.06, that you couldn't move water into an area to irrigate it.
8314.06,8317.26, That was violating the earth and violating the water.
8317.26,8319.18," So they think, a lot of the historians,"
8319.18,8320.58," they think the Mongols are so stupid,"
8320.58,8322.9, they let the irrigation system be destroyed.
8322.9,8325.859999999999," No, it takes more work to destroy an irrigation system"
8325.859999999999,8327.34, than it does to create it.
8327.34,8329.9, They destroyed those systems out of a policy.
8329.98,8333.18," And that was, this is gonna return to pasture land."
8334.42,8336.3, Just last year Kublai Khan was the one
8336.3,8339.1," who changed that actually, and then started allowing"
8339.1,8342.18, for more irrigation and the movement of water and things.
8342.18,8346.22," But Chinggis Khan, we can't use these modern terms"
8346.22,8349.22," of like a human rights crusader,"
8349.22,8351.82, or I'm trying to say he's a Democrat in the modern sense
8351.82,8354.06," or environmentalist or a feminist,"
8354.06,8356.34, but all of this was a part of it.
8356.34,8359.46, Another part was the protection of envoys.
8359.500000000002,8363.02," He said every envoy, every ambassador, every messenger"
8364.02,8367.380000000001," is protected from arrest, from torture, and from killing."
8367.380000000001,8372.380000000001," And if you kill one of ours, we will wipe you out."
8375.7,8378.900000000001," And in 1240, that was the destruction of Kiev."
8378.900000000001,8380.820000000002, This is after Chinggis Khan already.
8380.820000000002,8384.980000000001," There's Aguday Khan, his son, the happy, happy drunk."
8384.980000000001,8388.26," Aguday Khan's army had come there under Subodai,"
8389.02,8390.74," the greatest general in the history of the world,"
8390.74,8393.02," I would say, Subodai, a person who's not Subodai."
8393.02,8395.5, Was it Chinggis Khan for the military part?
8395.5,8396.98, He was the greatest strategist
8396.98,8399.34, for organizing everything together.
8399.34,8401.380000000001, But the military part was Subodai.
8401.380000000001,8404.42," So Subodai had been there, and they sent in an ambassador"
8404.42,8406.26, who happened to be a woman.
8406.26,8410.14, Now some of the Western sources say a daughter of Chinggis Khan.
8410.14,8413.34," I have no evidence of that, and I don't quite believe it,"
8413.34,8415.7, but maybe she was kin to him or something.
8415.7,8417.66, Some say she was a daughter of Chinggis Khan.
8417.7,8419.06, Others say she was a witch.
8420.02,8423.02, The people of Kiev decided she was a witch and killed her.
8423.98,8427.22," Okay, that's it, that's it."
8428.22,8432.06, Kiev was destroyed for killing a Mongol envoy.
8432.06,8437.14, The envoy is a method of communication and diplomacy.
8437.14,8439.78, And so if you destroy that method of communication
8439.78,8442.18, or disrespect it in any way.
8442.18,8443.18, Exactly.
8443.18,8445.46, And that sends a signal to everybody else.
8445.460000000001,8448.500000000002," You send an envoy, you respect it."
8448.500000000002,8450.34," That's why these plans,"
8450.34,8452.460000000001," I say that the making of the modern world,"
8452.460000000001,8453.900000000001," most of the ideas have,"
8453.900000000001,8456.86, we accept the idea we don't do the practice.
8456.86,8459.380000000001, All of us accept today diplomatic freedom.
8459.380000000001,8462.02, Diplomats are killed around the world yearly.
8462.02,8464.62, We accept the idea of female equality
8464.62,8466.42, and emancipation of every way.
8466.42,8467.820000000002," But in fact, they're enslaved"
8467.820000000002,8469.900000000001, in many parts of the world today.
8470.820000000002,8473.7, We accept the idea of religious freedom.
8473.7,8475.26," Oh, but not those people."
8476.22,8478.98," Theirs isn't good, their religion isn't right."
8478.98,8481.5," But our religion, we will tolerate them,"
8481.5,8484.14," but they gotta be more like, no."
8484.14,8485.66," We only say these things,"
8485.66,8487.82, but the world still hasn't achieved something.
8487.82,8492.66, And he did achieve these within his empire in his time.
8492.66,8493.94, He achieved those.
8493.94,8496.1," So one of the things we've mentioned,"
8496.1,8499.06," but I think is really, really fascinating"
8499.06,8502.14, and maybe in a measurable impact
8502.14,8504.9, that Genghis Khan had is on trade.
8505.94,8507.78," And you could say a lot of stuff,"
8507.78,8511.22, but basically establishing a unified trade network
8511.22,8515.06, that spanned I don't know how many thousands of kilometers.
8516.34,8518.66, And there's a lot of interesting things
8518.66,8520.94, that were done to enable that trade.
8520.94,8525.42, One is providing safety and security
8525.42,8528.22," of not just the envoys, like we mentioned,"
8528.22,8531.14," for communication in the military context,"
8531.14,8533.300000000001, but for the merchants.
8533.3,8536.3, Can you speak to what Genghis Khan did
8536.3,8538.14, for the trade network connected
8538.14,8540.14, to the Silk Road as an example?
8540.14,8542.98, Nomads in general are interested in trade.
8542.98,8544.099999999999," And throughout most of history,"
8544.099999999999,8546.82, they have been the traders who carried the goods
8546.82,8549.859999999999, from one city to another or one oasis to another.
8549.859999999999,8553.259999999998, And so the Mongols were also extremely interested
8553.259999999998,8554.859999999999, and extremely dependent.
8554.859999999999,8557.06, They could create very little in their home country.
8557.06,8559.019999999999, They couldn't grow hardly anything
8559.019999999999,8561.06, and they didn't have the technological skills
8561.06,8562.9, for most of the crafts.
8562.9,8564.82, So they're very dependent on trade.
8565.94,8570.18," Well, they raised the status of merchants very high."
8570.18,8572.94, This was particularly a problem in the Chinese world.
8572.94,8576.22," It wasn't so much in the Christian or the Muslim world,"
8576.22,8578.1," but certainly in the Chinese world,"
8578.1,8580.779999999999, where merchants were considered extremely low.
8580.779999999999,8583.74, And all of a sudden he raises them up above scholars.
8583.74,8585.779999999999, They're going to have certain rights.
8585.779999999999,8589.5," For example, they get to be taxed one time."
8589.5,8591.699999999999," Whatever the national taxes, that's it."
8591.740000000002,8595.26, They're not taxed every time they stop in some new town.
8595.26,8600.26, And he created a set of what we would call rest houses
8600.740000000002,8605.740000000002," or recuperation centers where they could get fresh horses,"
8606.7,8610.42," they could get food, they could deposit their money"
8610.42,8612.42, and get paper receipts that could be used
8612.42,8614.78, anywhere in the empire.
8614.78,8616.18, They were guaranteed protection.
8616.18,8617.62, If they had to pass through an area
8617.62,8621.060000000001," where it might be dangerous, then a small group,"
8621.06,8624.9, a squad of men and horses would go with them.
8624.9,8627.14, So trade was extremely important.
8627.14,8630.38," And then the Mongols, they also,"
8630.38,8633.019999999999, they supported trade in a very odd way.
8633.019999999999,8634.66, And that is the merchants would come in
8634.66,8638.5," and they would ask for an outrageous price for some goods,"
8638.5,8640.42," you know, much more than they should get,"
8640.42,8642.66, waiting for the Mongols to bargain them down.
8644.18,8645.5," And the Mongols would say,"
8646.619999999999,8648.939999999999, I'll give you much more than that.
8649.9,8652.060000000001," And as his grandson or his son,"
8652.060000000001,8654.380000000001," Ogede Khan was once asked, why do you do that?"
8654.380000000001,8655.220000000001, You've got to stop doing that.
8655.220000000001,8659.300000000001," This was a Muslim financial advisor, he'd called him."
8659.300000000001,8660.62," He told him, well, you've got to stop paying"
8660.62,8662.140000000001, more than people ask.
8662.140000000001,8666.060000000001," And Ogede said, where's the money gonna go?"
8666.060000000001,8667.34, It's still in my empire.
8667.34,8669.94," It's gonna come back eventually, you know?"
8669.94,8672.140000000001, And so they had a much different attitude
8672.140000000001,8673.140000000001, with great respect.
8673.140000000001,8677.26, And I think a symbol of that is in the time of Kubla Khan
8677.300000000001,8679.94, when we see that his uncle and father went to China
8679.94,8681.460000000001, and came back from China.
8681.460000000001,8683.1," And then on the second trip,"
8683.1,8685.74, Marco Polo went with him to China and back.
8685.74,8687.380000000001, They were safe the whole way.
8687.380000000001,8688.460000000001, Their goods were safe.
8688.460000000001,8691.02, They came back with tremendous amount of wealth.
8691.02,8692.26, They were never harassed.
8692.26,8693.86," And the mere fact that they could cross,"
8693.86,8695.1," it took two years,"
8695.1,8698.66, but the mere fact that they could cross the whole continent
8698.66,8701.62," safely and come back,"
8701.62,8703.18, that was unprecedented.
8703.18,8705.460000000001, We really don't have any well-documented case
8705.86,8707.980000000001, of anybody safe from China visiting Europe
8707.980000000001,8710.94, or Europe visiting China before the Mongols.
8710.94,8712.34," But since Genghis Khan,"
8712.34,8714.980000000001, there's never been a year without contact
8714.980000000001,8716.380000000001, between East and West.
8716.380000000001,8717.42, It was permanent.
8717.42,8719.900000000001," Once he created it, it was permanent."
8719.900000000001,8721.460000000001, I don't think it's possible to measure
8721.460000000001,8723.140000000001, the positive impact of that
8723.140000000001,8725.820000000002, because it wasn't just trade of goods.
8725.820000000002,8728.460000000001," It was also exchange,"
8728.460000000001,8731.980000000001," explicit or implicit along the way, exchange of ideas,"
8731.980000000001,8734.500000000002," whether that's exchange of technologies,"
8734.54,8737.62," exchange of like philosophical ideas,"
8737.62,8739.3," scientific ideas,"
8740.7,8742.34," technical, mathematical ideas,"
8742.34,8747.06, all of this spread throughout and constantly circulating.
8748.94,8751.42, Can you speak to that aspect of it?
8751.42,8755.22," Yes, it was exchange of ideas on every level,"
8755.22,8760.02," ideas, technology, ideologies, beliefs,"
8760.02,8761.42," scientific information,"
8761.42,8762.86, everything was being exchanged
8763.26,8767.140000000001, even agricultural goods of new crops for new areas.
8767.140000000001,8771.54," But Genghis Khan, he had a part of his genius"
8771.54,8774.74, of organization was knowing what skill people had
8774.74,8776.900000000001, that would contribute towards his empire.
8776.900000000001,8780.5," For example, the Muslims were very good with arithmetic."
8780.5,8784.26," In fact, he conquered the little empire of Khoresm"
8784.26,8787.060000000001, from which we get the word algorithm
8787.060000000001,8788.86, because there was a mathematician there
8788.86,8790.66, who invented algorithms.
8790.66,8793.619999999999," And so Khoresm, he conquered it very quickly,"
8793.619999999999,8796.58," very easily, no problem, but it belonged to him."
8796.58,8800.34, But the Muslims were using the zero.
8800.34,8802.98, The Mongols were absolutely impressed with that.
8802.98,8804.02," The Chinese less so,"
8804.02,8805.9, they're very suspicious about the zero.
8805.9,8807.78, But the Mongols were very impressed
8807.78,8811.9, because herders' numbers are important to them
8811.9,8813.66, for keeping up with their animals.
8814.74,8816.82," In fact, the Mongols have a simple system."
8816.82,8819.22, They reduce all animals to the number of horses.
8819.22,8821.74, You can ask somebody how many animals you can have
8821.74,8824.58," and they can say, well, 100 horses."
8824.58,8826.9, And it doesn't mean they have 100 horses.
8826.9,8831.9," It's gonna be like five cows count as four horses,"
8834.019999999999,8836.619999999999," five sheep or five goats count as one horse,"
8838.46,8841.22, four camels count as five horses.
8841.22,8843.179999999998, So they reduced it all down like that.
8843.179999999998,8845.42, The Mongols take a census of everything.
8845.42,8847.42, And that's one of the first things Genghis Khan did.
8847.460000000001,8849.06, And that was one of the demands he made
8849.06,8850.74," of every place he went,"
8850.74,8853.62, is a complete census of your people.
8853.62,8855.7," And every house had to post outside,"
8855.7,8857.66," how many people, how many animals,"
8857.66,8861.02," what did they do, the occupations, all this information."
8861.02,8864.82, So they needed good mathematics for this.
8864.82,8866.34, The Muslims provided it.
8866.34,8868.22," So they took the Muslims to China,"
8868.22,8870.5, these Middle Eastern scholars and all.
8870.5,8873.5," Unfortunately, they were rather ruthless sometimes"
8873.5,8876.38," when it came to implementing the tax policies,"
8876.380000000001,8879.740000000002, but they became the financial advisors to him.
8881.54,8884.420000000002, Other groups of people had other roles like that
8884.420000000002,8887.54, and he was moving them around constantly.
8887.54,8890.220000000001, And so you had a combination.
8890.220000000001,8892.62," As I said, he himself had that genius"
8892.62,8896.140000000001," for combining new bits of technology,"
8896.140000000001,8899.300000000001, but it created a new kind of cultural spirit
8899.300000000001,8902.500000000002, in which other people were also combining technology
8902.500000000002,8905.220000000001, at other levels and being encouraged.
8905.22,8908.019999999999, It was no longer heresy or the devil's work
8908.019999999999,8909.42, to bring in this thing.
8909.42,8912.06," So we had the spread of printing, for example."
8912.06,8913.82, We had the partial spread of something
8913.82,8917.539999999999," that's just print money, for example."
8917.539999999999,8920.779999999999, We had almanacs being created now through printing
8920.779999999999,8924.22, that combined different calendars and different information
8924.22,8925.539999999999, that was coming along.
8925.539999999999,8929.74, But one simple but lethal form of technology
8929.74,8932.06," was that, for example, Chinese had gunpowder."
8932.939999999999,8937.34," Mostly it was used for fireworks, religious things."
8937.34,8939.1, And then sometimes in warfare it was used
8939.1,8941.019999999999, for a kind of primitive hand grenade
8941.019999999999,8943.98, or a primitive bomb that could be thrown with a trebuchet.
8943.98,8947.58," And this is in the time of Kubla Khan more, the grandson."
8947.58,8948.82, So they had that.
8948.82,8951.98," The Middle Eastern, the Muslims and the Byzantines,"
8951.98,8956.98," especially, they had naphtha, what we call Greek fire,"
8957.859999999999,8960.66, flamethrowers that could set things on fire.
8961.619999999999,8965.5, The Europeans did not excel very much in technology.
8965.5,8967.34," They were behind in almost everything,"
8967.34,8970.78, but they could cast bells for churches.
8971.7,8973.619999999999," Okay, let's take that bell"
8973.619999999999,8975.619999999999, and we're gonna turn it on its side.
8977.06,8981.3, We're gonna use some principles of the flamethrower
8981.3,8984.66, and we're gonna use the gunpowder from China
8984.66,8985.82, and you've got a cannon.
8986.78,8988.619999999999," So the Mongols, even early on,"
8988.660000000002,8990.78," by the time they got to the siege of Baghdad,"
8990.78,8993.34," but not, I think, in the lifetime of Chinggis Khan,"
8993.34,8996.900000000001," but soon thereafter in his sons and grandsons,"
8996.900000000001,9000.34, they were using some very primitive forms of cannon
9001.220000000001,9004.58, and even something like firing rods.
9004.58,9006.26," We can't even call it anything like a rifle,"
9006.26,9010.78, but it could fire a very small ballistic device at all.
9010.78,9015.5," So this combination of metal ergy, gunpowder,"
9015.5,9018.02," flamethrowers, you put it all together"
9018.02,9021.9, and you come up with something incredibly different.
9021.9,9023.74," So if we jump around a little bit,"
9023.74,9026.140000000001," sort of on the topic of a cannon,"
9026.140000000001,9030.26, what are some technological developments
9030.26,9035.26, that Chinggis Khan and his son and Kublai Khan were using?
9036.060000000001,9038.42, So how much gunpowder were they using?
9038.42,9039.9," In general, what was their approach"
9039.9,9042.62," to the siege warfare, for example?"
9042.62,9044.78, What are some different ideas there?
9044.78,9047.02," If we switch to the grandson Kublai Khan,"
9048.58,9052.78," he, first of all, he changed a lot of the strategies."
9052.78,9053.86, They were no longer working.
9053.86,9056.82," The Mongol system worked perfectly on the grassland,"
9056.82,9058.26," but by the time you get to Hungary,"
9058.26,9060.02, the grassland starts to give out.
9060.02,9062.58," By the time you get to Poland, it's so many farms,"
9062.58,9064.5, it's hard for horses to get through the farms
9064.5,9066.26, and they don't wanna go on the roads.
9066.26,9069.060000000001," By the time you get to the Indus River,"
9069.060000000001,9072.54," it's too hot, too humid, the bows are beginning to wilt,"
9072.54,9075.5," the horses are exhausted, it's not working."
9075.5,9077.18," So to conquer South China,"
9077.18,9079.7, Kublai Khan had to come up with new things.
9080.94,9085.26," One thing, the South Chinese had built a Great Wall."
9085.26,9087.42, It was called the Great Wall of the Sea.
9087.42,9089.98," This is before the wall that we know as the Great Wall,"
9089.98,9093.26, which is really the Ming Wall of the Ming Dynasty was built.
9093.26,9095.18," But the Great Wall of the Sea,"
9095.18,9097.54, and they used it as a defensive navy.
9097.54,9100.300000000001," They had the largest navy in the world, it was defensive."
9100.300000000001,9102.62, And it was most literally defensive
9102.62,9105.14, and that came time for warfare.
9105.14,9106.9, They would chain the ships together
9106.9,9109.859999999999, across the mouth of a harbor to protect the city.
9109.859999999999,9112.34, And so it became a wall.
9112.34,9116.22," So actually, if we rewind, Kublai Khan, who was he?"
9116.22,9120.18, And what was the state of China at that time
9120.18,9125.18, that kind of sets up this idea of ships and siege warfare?
9125.82,9128.34," In 1215, Chinggis Khan conquered the city"
9128.34,9130.019999999999, we now know as Beijing.
9130.019999999999,9133.74, It was the capital of the Jin Dynasty of Northern China.
9133.74,9137.58," At that time, Southern China was ruled by the Song Dynasty,"
9137.58,9139.34, or usually called the Southern Song.
9139.34,9142.18, He had already conquered the Shixia Kingdom
9142.18,9143.78, or the Tangut people.
9143.78,9147.82, And so most of Northern China was under the control
9147.82,9150.34, of the Mongols from about 1215.
9150.34,9152.26, And then he conquered middle.
9152.26,9155.26," Later, his descendants conquered middle"
9155.26,9158.42, and then Kublai Khan was the one to take on the South.
9158.42,9160.98," But Kublai Khan was born that year in 1215,"
9161.02,9164.98, about three months after the capture of Beijing.
9164.98,9166.42, And he was nobody.
9167.3,9171.699999999999, He was the second son of the fourth son of Chinggis Khan.
9171.699999999999,9174.38," Well, he's got lots of cousins out there"
9174.38,9175.619999999999, who've been riding around.
9175.619999999999,9176.859999999999, They're conquering Russia
9176.859999999999,9179.38, and they've already burned down Kiev
9179.38,9181.9, and they've conquered different places in the world.
9181.9,9183.3, They're real Mongols.
9183.3,9184.9, That's their whole life.
9184.9,9187.22, And he's born and he doesn't meet...
9187.22,9189.26, Chinggis Khan is about seven years old
9189.34,9192.9, and Chinggis Khan was away on conquest in Central Asia.
9192.9,9196.54," And Chinggis Khan came back and he met him and he said,"
9196.54,9199.7," oh, he doesn't look like a Mongol."
9199.7,9201.14, He looks like his mother's people.
9201.14,9203.02," His mother was a Sorakhtani,"
9203.02,9205.02, who was actually a part of the royal family
9205.02,9206.460000000001," of the Merkit people,"
9206.460000000001,9208.82, whom he had conquered sometime earlier.
9208.82,9211.26, And so it looks like his mother's people
9211.26,9212.58, who was a little bit more tawny.
9212.58,9214.1, Mongols tend to be very white
9214.1,9217.54, with very bright red cheeks
9217.580000000002,9220.460000000001, and have a certain very round face and so on.
9220.460000000001,9223.5, And so he looked different.
9223.5,9225.1," And for whatever reason,"
9225.1,9227.94," his mother, I think she recognized the difference"
9227.94,9229.220000000001, and treated him differently.
9229.220000000001,9231.740000000002," Her oldest son was called Mung,"
9231.740000000002,9233.820000000002," a later Mung Khan, Mung."
9233.820000000002,9235.300000000001," And she wanted him to become,"
9235.300000000001,9239.380000000001," even though her husband was drunk,"
9239.380000000001,9242.660000000002, who died out on campaign drunk.
9242.660000000002,9246.18, And she took over Northern China
9246.18,9247.7, and she began to put it together
9247.7,9250.460000000001," and she wanted her son to become the great Han,"
9250.460000000001,9253.62, the emperor of the Mongol Empire.
9253.62,9254.78, And this wasn't in line.
9254.78,9255.9, This wasn't gonna happen
9255.9,9258.74, because he's the fourth son out of three others
9258.74,9261.460000000001," way in line, way ahead of her."
9261.460000000001,9263.14, But she caused the revolution.
9263.14,9264.26, She made it happen.
9264.26,9267.06, She put her son in Mung Khan in 1251.
9267.06,9268.58, He became great Han.
9269.82,9271.54, He only lived till 1259.
9271.54,9272.94, He died of something.
9272.94,9274.66, It could have been cholera
9274.66,9276.22, or they're different stories
9276.22,9277.9, and I don't know the truth of it.
