start,end,text,speaker,sentiment_score,sentiment_confidence,hook_score,hook_confidence
9637.34,9639.7, I am not going over on a floating cart.,SPEAKER_00,2,0.3412,,
9639.7,9642.94, I'm gonna ride a goat skin across the river.,SPEAKER_00,1,0.2546,,
9643.94,9646.94, So he's assigned one detachment.,SPEAKER_00,3,0.4976,,
9646.94,9648.58, You have to burn the boats,SPEAKER_00,3,0.235,,
9648.58,9653.58, so the Dai Viet cannot escape when we route the elephants.,SPEAKER_00,3,0.3718,,
9653.94,9656.9," Well, the war battle, I mean, got started.",SPEAKER_00,5,0.2821,,
9656.9,9658.62, The elephants are running wild.,SPEAKER_00,4,0.3494,,
9658.62,9660.26, All kinds of chaos is going on.,SPEAKER_00,1,0.4955,,
9661.66,9665.26," The group that sent to burn the boats, they're Mongols.",SPEAKER_00,1,0.3145,,
9665.26,9666.78, They wanna go to war.,SPEAKER_00,5,0.3018,,
9666.78,9668.42, Why burn a bunch of women's carts?,SPEAKER_00,1,0.5406,,
9668.42,9670.22," It's just not, you know, floating.",SPEAKER_00,2,0.3944,,
9670.22,9671.46, So they go and join the battle.,SPEAKER_00,4,0.3765,,
9671.46,9672.62, They leave the boats.,SPEAKER_00,1,0.4575,,
9672.94,9674.820000000002," Well, the Mongols won the battle,",SPEAKER_00,5,0.4213,,
9674.820000000002,9676.86, but the Dai Viet forces got on the boats,SPEAKER_00,3,0.351,,
9676.86,9679.22, and sailed back to what's now Hanoi.,SPEAKER_00,1,0.3087,,
9679.22,9680.740000000002," And then they evacuated the city,",SPEAKER_00,1,0.4599,,
9680.740000000002,9682.86," took all the food, everything out of the city,",SPEAKER_00,5,0.4886,,
9682.86,9685.34, and they disappeared into the Delta.,SPEAKER_00,1,0.4402,,
9685.34,9686.22, The Mongols arrived.,SPEAKER_00,1,0.2612,,
9686.22,9690.58," They conquered, quote unquote, Hanoi, the capital city.",SPEAKER_00,1,0.4199,,
9690.58,9692.9, And they had nothing.,SPEAKER_00,1,0.4846,,
9692.9,9693.78, They had nothing.,SPEAKER_00,1,0.4417,,
9694.78,9695.740000000002, They won every battle.,SPEAKER_00,5,0.7262,,
9695.740000000002,9697.06, They lost the war.,SPEAKER_00,5,0.274,,
9697.06,9698.22, They retreated.,SPEAKER_00,1,0.4541,,
9698.22,9701.820000000002," Adju was the son of Hengadai,",SPEAKER_00,3,0.2623,,
9702.02,9703.62, and he saw all this happen.,SPEAKER_00,5,0.5083,,
9703.62,9707.78, And he recognized the importance of water and boats.,SPEAKER_00,5,0.5968,,
9707.78,9709.34, And so he knew.,SPEAKER_00,5,0.3047,,
9709.34,9712.42, And he spent his time studying the Yangtze River,SPEAKER_00,4,0.3419,,
9712.42,9715.34, and every little river around it and the cities.,SPEAKER_00,5,0.6465,,
9715.34,9717.98, And the crucial thing he saw was the cities,SPEAKER_00,4,0.3362,,
9717.98,9721.98," are heavily, heavily fortified on the land side",SPEAKER_00,2,0.4096,,
9721.98,9723.7," because invasion comes from the land,",SPEAKER_00,3,0.258,,
9723.7,9725.78, and they expect this little line of boats,SPEAKER_00,5,0.3659,,
9725.78,9727.58, to protect them on the water.,SPEAKER_00,4,0.4029,,
9727.58,9729.78, And so the city walls are weak.,SPEAKER_00,2,0.4428,,
9729.820000000002,9731.9, The defenses are weak on that side.,SPEAKER_00,2,0.4549,,
9731.9,9733.62, That's where we have to attack.,SPEAKER_00,3,0.3259,,
9733.62,9734.98, So how?,SPEAKER_00,3,0.3425,,
9734.98,9738.02," They sent off to the Ilkhanate, to Persia,",SPEAKER_00,1,0.4372,,
9738.02,9740.7," where Chinggis Khan, his uncle, was now dead",SPEAKER_00,4,0.3079,,
9740.7,9742.7," and his cousins were ruling there,",SPEAKER_00,4,0.3225,,
9742.7,9745.02," or his nephews, we would say, or cousins' nephews.",SPEAKER_00,3,0.3492,,
9745.02,9749.02, So they sent over engineers,SPEAKER_00,3,0.3811,,
9749.02,9752.86," to build a special kind of trebuchet, a catapult.",SPEAKER_00,4,0.2975,,
9752.86,9755.58, And they had to play around with it to adapt it for a boat,SPEAKER_00,3,0.3175,,
9755.58,9757.78," because they were usually made for stable ground,",SPEAKER_00,3,0.4066,,
9757.78,9759.3, but they adapted it for the boat,SPEAKER_00,3,0.466,,
9759.3,9761.3," and for throwing heavy things,",SPEAKER_00,5,0.4061,,
9761.3,9764.740000000002, and also for some incendiary bombs.,SPEAKER_00,4,0.3634,,
9764.740000000002,9769.62," They developed it, they attacked the first city, it fell.",SPEAKER_00,3,0.2723,,
9769.62,9771.06," They attacked the next, it fell.",SPEAKER_00,1,0.5665,,
9771.06,9772.820000000002, They had something that was working.,SPEAKER_00,3,0.384,,
9772.820000000002,9776.14," They worked their way down the Yangtze River,",SPEAKER_00,4,0.3918,,
9776.14,9779.18, destroying city after city with this navy.,SPEAKER_00,1,0.2929,,
9779.18,9780.98, And then the army would move in,SPEAKER_00,1,0.3207,,
9780.98,9782.7, after the navy had broken down.,SPEAKER_00,3,0.2166,,
9782.7,9786.06, So this is a catapult on a ship.,SPEAKER_00,1,0.3087,,
9786.06,9787.22, Catapult on a ship.,SPEAKER_00,1,0.314,,
9787.26,9788.74," But it's, yeah, we call it trebuchet",SPEAKER_00,3,0.3863,,
9788.74,9790.34, for this type of catapult.,SPEAKER_00,4,0.3718,,
9790.34,9792.5, So this is an engineering solution,SPEAKER_01,4,0.4033,,
9793.42,9797.54, for peoples who are deeply uncomfortable with boats.,SPEAKER_01,2,0.3103,,
9797.54,9798.38, Yes.,SPEAKER_01,5,0.2993,,
9798.38,9799.5, And they've accepted it.,SPEAKER_01,5,0.509,,
9799.5,9800.34, Yes.,SPEAKER_00,5,0.2993,,
9800.34,9802.1, Now it's a great weapon.,SPEAKER_00,5,0.7371,,
9802.1,9804.98," It's like it's not, it's no longer a woman's cart.",SPEAKER_00,2,0.3462,,
9804.98,9806.26, It's a bow and arrow.,SPEAKER_00,4,0.2492,,
9806.26,9808.46, It is a giant bow and arrow.,SPEAKER_00,5,0.3403,,
9808.46,9809.3," Yeah, it's fascinating.",SPEAKER_01,5,0.4643,,
9809.3,9812.179999999998," So they go, they hit them hard on the walls",SPEAKER_01,3,0.5229,,
9812.179999999998,9815.78," on the weak side where there's no, the army protection.",SPEAKER_01,3,0.4191,,
9815.78,9816.86, Yes.,SPEAKER_01,5,0.2993,,
9816.9,9821.3," And they conquer their way down to Hangzhou,",SPEAKER_00,5,0.4809,,
9821.3,9823.22, the capital of the Southern Song.,SPEAKER_00,5,0.4127,,
9824.74,9826.38," They've been in power for a long time,",SPEAKER_00,5,0.5509,,
9826.38,9831.18," since 970, and now we're already into the 1270s.",SPEAKER_00,5,0.4731,,
9831.18,9832.9, That's a long time.,SPEAKER_00,3,0.2543,,
9832.9,9834.06, They are dissipated.,SPEAKER_00,2,0.4333,,
9834.06,9837.26," They've been had child, they've had imbeciles ruling,",SPEAKER_00,1,0.3659,,
9837.26,9839.18, all kinds of things going on.,SPEAKER_00,5,0.442,,
9839.18,9842.86," And at this point, we have a child in command.",SPEAKER_00,5,0.5926,,
9843.86,9847.94, But Kublai makes a very strange move.,SPEAKER_00,3,0.4733,,
9848.86,9851.22," He says, okay, let's invade Japan now.",SPEAKER_00,3,0.4261,,
9854.26,9855.5," They're like, what?",SPEAKER_00,3,0.3325,,
9855.5,9856.34," Wait, wait, wait.",SPEAKER_00,1,0.4831,,
9856.34,9858.74, We're fighting against the Song dynasty.,SPEAKER_00,5,0.4067,,
9858.74,9861.3," And most people ascribe it to all kinds of things,",SPEAKER_00,5,0.4872,,
9861.3,9864.1, but actually I think there was a great logic to it.,SPEAKER_00,3,0.4083,,
9864.1,9867.46, One was he had abolished his grandfather's policy,SPEAKER_00,3,0.2921,,
9867.46,9870.66, of defeat and destroy until they are no more.,SPEAKER_00,1,0.6386,,
9870.66,9874.02, That was the phrase that was used for their enemies.,SPEAKER_00,1,0.2772,,
9874.02,9876.94, And he had replaced it with a kind of mercy policy.,SPEAKER_00,3,0.2915,,
9876.94,9879.66," Try to incorporate them into your army if possible,",SPEAKER_00,4,0.3446,,
9879.66,9880.94, but be merciful.,SPEAKER_00,3,0.3096,,
9880.94,9883.3," He did not want to destroy, and he was not.",SPEAKER_00,1,0.5147,,
9883.3,9885.98, He had a lot of defectors coming in.,SPEAKER_00,3,0.4008,,
9885.98,9889.22," And because the Mongols prized people with skills,",SPEAKER_00,5,0.2874,,
9889.22,9892.22, a lot of very clever people with shipbuilding,SPEAKER_00,3,0.3517,,
9892.22,9894.98, and engineers and these people were flocking,SPEAKER_00,1,0.5046,,
9894.98,9899.42," to the Mongols, whereas the scholars were all hanging out",SPEAKER_00,2,0.3097,,
9899.42,9903.34," in Guangzhou, doing calligraphy and poetry",SPEAKER_00,5,0.4396,,
9903.34,9906.06, and having contests over who could sing or paint.,SPEAKER_00,5,0.2854,,
9906.06,9911.06," Or I don't know what scholars do, but they were being scholars.",SPEAKER_00,3,0.3413,,
9911.86,9914.22," But they're actually, I think there's a very,",SPEAKER_00,3,0.4802,,
9914.22,9918.42," very good reason for invading Japan, several.",SPEAKER_00,4,0.5528,,
9918.42,9922.38, The main one was to cut off the supply of sulfur.,SPEAKER_00,2,0.3397,,
9922.38,9925.3, They needed it for gunpowder in the South Song.,SPEAKER_00,3,0.3264,,
9925.3,9927.3, They lost their sources in Northern China,SPEAKER_00,2,0.3638,,
9927.3,9928.58, when they were driven out.,SPEAKER_00,1,0.45,,
9928.58,9930.26, They got it from Japan.,SPEAKER_00,5,0.2676,,
9930.26,9931.7, It was a great source.,SPEAKER_00,5,0.571,,
9931.7,9933.58, But I think there were other reasons.,SPEAKER_00,3,0.5719,,
9933.58,9937.86," If they could trade, they could also perhaps flee to Japan.",SPEAKER_00,2,0.3523,,
9937.86,9940.02, And they didn't want that to happen.,SPEAKER_00,2,0.2966,,
9940.02,9941.62," And then there's this idea of, you know,",SPEAKER_00,3,0.2377,,
9941.62,9944.46, like kill the chicken to scare the monkey.,SPEAKER_00,5,0.4315,,
9944.46,9946.02," It's like, okay, we'll go do this.",SPEAKER_00,3,0.5666,,
9946.02,9948.38, And then maybe they'll just surrender down there,SPEAKER_00,1,0.4672,,
9948.38,9950.06, if they see us conquer Japan.,SPEAKER_00,3,0.2432,,
9950.06,9951.9," Well, it was a total failure.",SPEAKER_00,1,0.7565,,
9951.9,9954.82, You've got a bunch of ships that are mainly great,SPEAKER_00,4,0.3486,,
9954.82,9957.38, on the river and will ride along the coast.,SPEAKER_00,5,0.5263,,
9957.420000000002,9960.1, And you're crossing some treacherous water there.,SPEAKER_00,5,0.3644,,
9960.1,9964.06, And the Mongols basically just did not know,SPEAKER_00,2,0.396,,
9964.06,9964.98, what they were doing.,SPEAKER_00,5,0.4516,,
9964.98,9966.7," Okay, you can arrive with the trebuchet",SPEAKER_00,3,0.7803,,
9966.7,9969.34, and you can throw grenades at the beach.,SPEAKER_00,5,0.579,,
9969.34,9971.18, It's not really gonna do a lot of damage.,SPEAKER_00,3,0.5947,,
9971.18,9973.02," It might scare a few horses,",SPEAKER_00,3,0.468,,
9973.02,9974.94, but you're not destroying cities.,SPEAKER_00,3,0.3858,,
9974.94,9977.22, And the Japanese cities were more in.,SPEAKER_00,2,0.3925,,
9977.22,9978.62, They weren't there on the beach waiting,SPEAKER_00,2,0.319,,
9978.62,9980.7, for Mongols to come invade.,SPEAKER_00,5,0.3883,,
9980.7,9982.660000000002, So he failed in that invasion.,SPEAKER_00,3,0.3363,,
9982.660000000002,9986.94," So we should say that this is the time of samurai, right?",SPEAKER_01,3,0.2975,,
9987.5,9988.34, In Japan.,SPEAKER_01,5,0.2456,,
9988.34,9992.5, So there was never a real test of like battle.,SPEAKER_01,3,0.4054,,
9992.5,9993.9," No, there was some fighting",SPEAKER_01,3,0.3506,,
9993.9,9996.62, and the samurai learned some very valuable things.,SPEAKER_00,5,0.565,,
9996.62,9999.66," The samurai had such a ritualized way of,",SPEAKER_00,5,0.3276,,
9999.66,10002.54, it's like the Knights of Europe coming out with armor,SPEAKER_00,4,0.4028,,
10002.54,10005.14, that had to be lifted up on a crane onto a horse.,SPEAKER_00,3,0.3419,,
10005.14,10007.98," And I mean, it was just craziness, craziness.",SPEAKER_00,1,0.4535,,
10007.98,10010.02," The samurai almost at that point,",SPEAKER_00,3,0.3051,,
10010.02,10011.58, you ride out in front of your enemy,SPEAKER_00,5,0.3118,,
10011.58,10014.46, and you recite the story of your genealogy.,SPEAKER_00,5,0.5705,,
10014.820000000002,10015.660000000002, All right.,SPEAKER_00,5,0.617,,
10015.660000000002,10017.500000000002," Oh, what?",SPEAKER_00,1,0.3966,,
10017.500000000002,10019.94," You know, Mongols, they have no use for that.",SPEAKER_00,1,0.3451,,
10019.94,10020.78, They're there to fight.,SPEAKER_00,4,0.3676,,
10020.78,10021.9, They're there to win.,SPEAKER_00,5,0.41,,
10021.9,10023.14," But on the other hand,",SPEAKER_00,3,0.5037,,
10023.14,10025.98, this was an unknown territory to them,SPEAKER_00,1,0.4916,,
10025.98,10027.580000000002, and the weather did turn against them.,SPEAKER_00,2,0.3621,,
10027.580000000002,10031.42, But I don't want to give too much credit to the weather.,SPEAKER_00,3,0.5883,,
10031.42,10034.26, I really think that the Japanese defeated them.,SPEAKER_00,5,0.4519,,
10034.26,10036.34, The Mongols weren't well-prepared.,SPEAKER_00,2,0.433,,
10036.34,10038.26, Their ships were not very good.,SPEAKER_00,2,0.511,,
10038.26,10040.500000000002, They were defeated in the first invasion.,SPEAKER_00,3,0.2682,,
10040.500000000002,10043.18, Could they get off the ships onto the beach?,SPEAKER_01,2,0.3101,,
10043.18,10044.02," Yeah, they did.",SPEAKER_01,3,0.3222,,
10044.02,10046.3, They had some skirmishes or small battles on land.,SPEAKER_00,3,0.5499,,
10046.3,10047.34," Yes, they did.",SPEAKER_00,3,0.3204,,
10047.34,10050.22, But they didn't successfully complete them.,SPEAKER_01,3,0.4181,,
10050.22,10051.18," No, no.",SPEAKER_01,1,0.6619,,
10051.18,10053.58, So they couldn't do their usual Mongol thing.,SPEAKER_01,3,0.4828,,
10053.58,10054.42, You're right.,SPEAKER_00,5,0.4464,,
10054.42,10056.22," Well, see, they don't have enough horses for one thing.",SPEAKER_00,3,0.426,,
10056.22,10057.18, Yeah.,SPEAKER_00,1,0.2654,,
10057.18,10060.82, And there were many tactical things,SPEAKER_00,4,0.2681,,
10060.82,10062.22, that they had done incorrectly.,SPEAKER_00,1,0.4094,,
10062.22,10063.74, It's the first time anybody had ever tried,SPEAKER_00,1,0.5207,,
10063.74,10066.06, to have such a massive invasion.,SPEAKER_00,5,0.3959,,
10066.06,10066.9, Yeah.,SPEAKER_01,1,0.2654,,
10066.9,10068.22, So they're just learning the basics,SPEAKER_01,3,0.4544,,
10068.22,10070.14, of what it means to have a navy.,SPEAKER_01,5,0.4355,,
10070.14,10072.62, So he has failed to conquer,SPEAKER_00,3,0.3637,,
10072.660000000002,10073.7, and he's thinking like a Mongol,SPEAKER_00,2,0.2326,,
10073.7,10077.06," that you rule those waters and lands,",SPEAKER_00,5,0.5906,,
10077.06,10080.18, but he ruled the ocean.,SPEAKER_00,3,0.3395,,
10080.18,10081.5, He stopped the trade.,SPEAKER_00,1,0.568,,
10081.5,10083.42, He stopped the supply.,SPEAKER_00,1,0.5223,,
10083.42,10085.5, He cut off the possibility,SPEAKER_00,2,0.2778,,
10085.5,10087.9, of the Song dynasty fleeing to Japan.,SPEAKER_00,4,0.2476,,
10088.78,10090.62, He won in a certain way.,SPEAKER_00,3,0.5341,,
10090.62,10093.7," He lost, but he had won his objective",SPEAKER_00,3,0.3496,,
10093.7,10096.26, of cutting off Southern China.,SPEAKER_00,5,0.2637,,
10096.26,10101.1," Also, it gave him navy some experience with the ocean.",SPEAKER_00,4,0.4026,,
10101.1,10102.7, And now they were ready to move out,SPEAKER_00,1,0.2924,,
10102.7,10105.26, into the ocean around Southern China.,SPEAKER_00,5,0.238,,
10106.26,10107.86, So they were closing in then.,SPEAKER_00,3,0.4058,,
10108.86,10110.38," Aji was in command,",SPEAKER_00,5,0.4385,,
10110.38,10113.86," but actually the head command was a man named Bayan,",SPEAKER_00,3,0.3566,,
10113.86,10117.5, who was a Mongol who had been raised more in Central Asia.,SPEAKER_00,2,0.254,,
10117.5,10121.94, He was perhaps born close to the Fagana Valley in that area.,SPEAKER_00,3,0.3454,,
10121.94,10123.46," We're not exactly sure where he was born,",SPEAKER_00,3,0.5164,,
10123.46,10125.1, but he grew up over there.,SPEAKER_00,3,0.4925,,
10125.1,10129.3, And then he eventually was living in what's now Iran.,SPEAKER_00,3,0.2733,,
10129.3,10132.86, But he came and he took over command of the army.,SPEAKER_00,3,0.3326,,
10132.86,10137.18," He was very cosmopolitan, sophisticated, intelligent.",SPEAKER_00,5,0.6617,,
10137.18,10139.740000000002," Aji should have been in command,",SPEAKER_00,3,0.3309,,
10139.740000000002,10141.3, but Bayan recognized that,SPEAKER_00,3,0.3402,,
10141.3,10144.02, and he and Aji worked together very well.,SPEAKER_00,5,0.6127,,
10144.02,10147.500000000002, Aji knew how to fight the war.,SPEAKER_00,4,0.3648,,
10147.500000000002,10149.94, Bayan was able to negotiate things back,SPEAKER_00,4,0.3611,,
10149.94,10151.98, with the capital city and handle things.,SPEAKER_00,5,0.4981,,
10151.98,10154.18, So Bayan is in command.,SPEAKER_00,4,0.3211,,
10154.18,10157.02, And so the generals are deserting the South Song,SPEAKER_00,2,0.2588,,
10157.02,10158.3, right and left.,SPEAKER_00,5,0.3447,,
10158.3,10160.22, The artisans are all coming up to join them.,SPEAKER_00,5,0.4115,,
10160.22,10161.78, Mongols get paid.,SPEAKER_00,1,0.4383,,
10161.78,10165.7, The generals are loading up the boats with all the jewels,SPEAKER_00,5,0.4818,,
10165.7,10168.62, and they grab a couple of brothers,SPEAKER_00,4,0.2609,,
10168.62,10170.98, to the little five-year-old emperor,SPEAKER_00,5,0.5052,,
10170.98,10172.660000000002, and they put them on a boat and they're fleeing.,SPEAKER_00,1,0.2585,,
10172.660000000002,10175.340000000002, They even deserted their own families.,SPEAKER_00,1,0.6325,,
10175.340000000002,10180.340000000002, The generals were corrupt cowards who fled.,SPEAKER_00,1,0.5208,,
10180.420000000002,10184.420000000002," The person left in charge was the Dowager Empress,",SPEAKER_00,3,0.2796,,
10184.420000000002,10186.7," an old lady, she had no children.",SPEAKER_00,5,0.3438,,
10186.740000000002,10190.66," Xie was her name, the Dowager Empress Xie.",SPEAKER_00,5,0.2535,,
10190.66,10192.94, They said she was missing an eye.,SPEAKER_00,1,0.3893,,
10193.78,10194.62, She was ugly.,SPEAKER_00,1,0.5765,,
10194.62,10196.02, They called her ugly Xie.,SPEAKER_00,1,0.6008,,
10196.02,10198.1, That's what they called her at that time.,SPEAKER_00,3,0.3157,,
10198.94,10200.78, She was in charge,SPEAKER_00,5,0.422,,
10200.78,10202.58, and she offered the Mongols everything.,SPEAKER_00,5,0.6452,,
10202.58,10203.62, I'll give you everything.,SPEAKER_00,5,0.6578,,
10203.62,10205.22, Please let the Empress stay.,SPEAKER_00,1,0.3355,,
10205.22,10207.7," Okay, even if you demote him to just being a king,",SPEAKER_00,3,0.828,,
10207.7,10208.94, please let him stay.,SPEAKER_00,1,0.6229,,
10208.94,10213.38," Bayan said no, total surrender, total surrender.",SPEAKER_00,1,0.9273,,
10213.38,10215.820000000002, So she decided to surrender.,SPEAKER_00,1,0.3817,,
10215.82,10218.78," Once he said, yes, we will surrender the capital.",SPEAKER_00,1,0.6574,,
10218.78,10221.3, So Bayan came in with a small group of soldiers.,SPEAKER_00,3,0.4482,,
10221.3,10223.38, They looked around and she invited him,SPEAKER_00,5,0.3284,,
10223.38,10226.66, to come to the palace to surrender.,SPEAKER_00,1,0.5066,,
10226.66,10230.98," And he said, no, I didn't win this war in the palace.",SPEAKER_00,1,0.5432,,
10230.98,10233.78, My soldiers won this war in the field.,SPEAKER_00,5,0.7413,,
10233.78,10235.98, You have to come with the emperor,SPEAKER_00,5,0.2522,,
10235.98,10239.1, in front of my soldiers to surrender.,SPEAKER_00,1,0.5059,,
10239.1,10240.26, But he did not harm her.,SPEAKER_00,3,0.4492,,
10240.26,10243.66, He respected her and there was no looting of the city.,SPEAKER_00,5,0.5437,,
10244.66,10248.62," Now later, they take everything in a very systematic way.",SPEAKER_00,5,0.3658,,
10248.62,10251.9, They take the archives and all this kind of stuff away.,SPEAKER_00,1,0.3837,,
10251.9,10254.22, But there was no wholesale looting and killing of people.,SPEAKER_00,2,0.3765,,
10254.22,10255.18, Nothing like that.,SPEAKER_00,2,0.4283,,
10256.18,10261.14, So they've taken the capital and she comes out.,SPEAKER_00,3,0.3956,,
10261.14,10262.06, She surrenders.,SPEAKER_00,1,0.4728,,
10262.06,10264.78, She bows on the ground towards Beijing.,SPEAKER_00,1,0.2905,,
10264.78,10267.18, And then she takes the child emperor,SPEAKER_00,5,0.2414,,
10267.18,10270.26, and they slowly make their way.,SPEAKER_00,4,0.3298,,
10270.26,10271.34, She was a little bit sick.,SPEAKER_00,3,0.5826,,
10271.34,10273.38, It took her a longer time to Beijing.,SPEAKER_00,3,0.4045,,
10273.38,10275.78, And they surrender again in a public ceremony,SPEAKER_00,5,0.3114,,
10275.78,10277.46, bowing to the Kublai Khan.,SPEAKER_00,5,0.4624,,
10277.46,10279.3, He gives each of them a palace.,SPEAKER_00,4,0.41,,
10279.3,10284.3, He gives them a new title.,SPEAKER_00,4,0.4098,,
10284.34,10285.86, He's trying to show the world,SPEAKER_00,4,0.3999,,
10285.86,10288.1, this is the new face of Mongols.,SPEAKER_00,5,0.7208,,
10288.1,10290.820000000002, We don't kill off the old people anymore who are ruling.,SPEAKER_00,5,0.3752,,
10290.820000000002,10293.820000000002," We're gonna give them a palace, treat them nicely and all.",SPEAKER_00,5,0.5954,,
10295.34,10299.62, But the navy that had fled did not defend the city.,SPEAKER_00,2,0.3493,,
10299.660000000002,10302.54," Those cowardly generals,",SPEAKER_00,1,0.4574,,
10303.62,10307.3," they made the new little boy, seven year old brother,",SPEAKER_00,5,0.5199,,
10307.3,10311.26, half brother to the emperor Gong was his name.,SPEAKER_00,5,0.3062,,
10311.26,10312.58, They made him the emperor.,SPEAKER_00,5,0.6279,,
10314.54,10318.22," Well, they're just floating around on the ocean",SPEAKER_00,3,0.3505,,
10318.22,10323.22, losing all support from city after city.,SPEAKER_00,1,0.4895,,
10323.98,10327.02, The Muslims who were controlling the trade,SPEAKER_00,3,0.2344,,
10327.02,10329.82," and controlling many of the ships of that area,",SPEAKER_00,5,0.5705,,
10329.82,10332.62," they were Chinese Muslims, but they were still Muslims.",SPEAKER_00,2,0.3213,,
10333.78,10335.66, They switched sides to the Mongols,SPEAKER_00,1,0.356,,
10335.66,10337.58, because of the religious freedom thing.,SPEAKER_00,1,0.3027,,
10337.58,10338.94, And because they were merchants,SPEAKER_00,5,0.2223,,
10338.94,10340.94, and their status would be raised.,SPEAKER_00,4,0.3554,,
10340.94,10344.46, So the Muslims were switching over.,SPEAKER_00,2,0.367,,
10344.46,10346.66, The fleet was kind of a fleet lost,SPEAKER_00,3,0.4309,,
10346.66,10348.3, without a country out there.,SPEAKER_00,5,0.2233,,
10348.3,10350.82, They had some loyal supporters some places.,SPEAKER_00,3,0.5775,,
10353.5,10355.66, They dropped the emperor in the ocean.,SPEAKER_00,1,0.3583,,
10356.66,10359.78, How do you drop the emperor into ocean?,SPEAKER_00,1,0.2978,,
10359.78,10362.02, They accidentally spilled him into ocean,SPEAKER_00,1,0.6076,,
10362.02,10365.14," and then they fished him out, but he died.",SPEAKER_00,1,0.3547,,
10365.14,10368.98, So fortunately they had one more seven year old half brother.,SPEAKER_00,3,0.468,,
10368.98,10370.3," So on Lantau Island,",SPEAKER_00,3,0.3785,,
10370.3,10373.86," exactly where the Hong Kong airport is today,",SPEAKER_00,5,0.7082,,
10373.86,10375.9," the new, well, it's not so new anymore,",SPEAKER_00,3,0.5291,,
10375.9,10378.94, but I still think it was the new airport on Lantau Island.,SPEAKER_00,3,0.4163,,
10379.98,10383.46, So they went there and they had a big coronation ceremony,SPEAKER_00,3,0.3554,,
10384.14,10386.46, but the people there were not supportive enough.,SPEAKER_00,2,0.4252,,
10386.46,10389.18," It certainly wasn't Hong Kong then anyway,",SPEAKER_00,2,0.3475,,
10389.18,10391.7," the Delta, the Pearl River.",SPEAKER_00,5,0.365,,
10391.7,10395.42, So they sailed out farther south to another island.,SPEAKER_00,3,0.4485,,
10395.42,10396.9, And then they took it over.,SPEAKER_00,2,0.3313,,
10396.9,10398.38," And of course, the first thing they did was,",SPEAKER_00,3,0.2835,,
10398.38,10399.98," well, we have to build a palace.",SPEAKER_00,5,0.3206,,
10401.38,10402.22, What?,SPEAKER_00,1,0.4124,,
10402.22,10403.14, The Mongols are chasing you,SPEAKER_00,5,0.3779,,
10403.14,10405.3, and you're gonna stop and build a palace?,SPEAKER_00,1,0.4158,,
10405.3,10408.06, So these are like the remains of the Chinese.,SPEAKER_00,3,0.3165,,
10408.06,10411.06," Yes, the generals and the army and the Navy.",SPEAKER_01,5,0.4963,,
10411.06,10413.22, And that was a real competence issue.,SPEAKER_01,5,0.3938,,
10414.14,10415.54, Okay.,SPEAKER_01,3,0.8049,,
10415.54,10416.38, So they're gonna build a palace.,SPEAKER_01,3,0.4762,,
10416.38,10419.38, We're gonna protect it with a great wall of the sea.,SPEAKER_01,5,0.6203,,
10419.38,10421.82, They chained together the boats across them,SPEAKER_00,5,0.4103,,
10421.82,10423.94, into the harbor.,SPEAKER_00,5,0.3782,,
10423.94,10427.02, And they put the palace boat so-called in the middle.,SPEAKER_00,5,0.3847,,
10428.74,10432.06, The generals didn't trust their own soldiers enough.,SPEAKER_00,2,0.3653,,
10432.06,10433.94, So they made all of them leave the island,SPEAKER_00,1,0.3863,,
10433.94,10436.7, and go to the boats to fight the Mongols.,SPEAKER_00,5,0.3892,,
10436.7,10439.1, So Mongols arrived in over and over and over.,SPEAKER_00,2,0.3488,,
10439.1,10441.26, They asked them to surrender.,SPEAKER_00,1,0.6062,,
10441.26,10443.98," You won't be harmed, all this kind of stuff.",SPEAKER_00,5,0.6336,,
10444.98,10447.3, But the Mongols now took over the land.,SPEAKER_00,3,0.3677,,
10447.3,10450.26, So they had the water all around them and they had the land.,SPEAKER_00,3,0.5276,,
10451.18,10453.94," And once the fighting started,",SPEAKER_00,5,0.2421,,
10453.94,10455.7, they could just shoot down from the highland,SPEAKER_00,3,0.2962,,
10455.7,10457.1, right onto the ships.,SPEAKER_00,5,0.4839,,
10457.1,10458.82, And they've cut the ships off,SPEAKER_00,1,0.3655,,
10458.82,10462.26, from the fresh supply of wood and water.,SPEAKER_00,5,0.4857,,
10462.26,10463.82, So they can't boil rice.,SPEAKER_00,3,0.4299,,
10463.82,10466.38, They have to try to eat rice and drink sea water.,SPEAKER_00,3,0.367,,
10466.38,10468.7, They're all sick as dogs out there.,SPEAKER_00,1,0.3205,,
10468.7,10473.7, And the leaders refused to surrender.,SPEAKER_00,1,0.7061,,
10473.820000000002,10476.86," The little boy is there, seven-year-old emperor,",SPEAKER_00,4,0.3555,,
10476.86,10480.5," Bing was his name, with his pet parrot.",SPEAKER_00,5,0.3466,,
10480.5,10482.54, That's the only thing he had left in life,SPEAKER_00,1,0.2997,,
10482.54,10483.78, was his pet parrot.,SPEAKER_00,4,0.3101,,
10484.9,10488.5," And then the Mongols, they offered every opportunity,",SPEAKER_00,5,0.5781,,
10489.5,10493.66," but the prime minister so-called,",SPEAKER_00,3,0.3192,,
10493.66,10496.34," coward that he is, although he's treated as a hero today",SPEAKER_00,3,0.3121,,
10496.34,10498.54, in China and throughout their history.,SPEAKER_00,5,0.5968,,
10499.38,10501.820000000002," The coward that he was, he said,",SPEAKER_00,5,0.4365,,
